http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#bibliographyType,http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/title,http://purl.org/dc/terms/source,http://purl.org/ontology/bibo/volume,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#number,http://purl.org/ontology/bibo/pages,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#yearPublished,http://www.w3.org/2004/02/skos/core#note,http://purl.org/ontology/bibo/uri,http://purl.org/dc/terms/abstract,http://www.semanticweb.org/ontologies/2022/titutuli/nivedita/drmo#keywords
7,RV2023113531,"Rohit, R. V.; Vipin Raj, R.; Kiplangat, Dennis C.; Veena, R.; Jose, Rajan; Pradeepkumar, A. P.; Kumar, K. Satheesh",Tracing the evolution and charting the future of geothermal energy research and development,Renewable and Sustainable Energy Reviews,184,,113531,2023,,https://www.sciencedirect.com/science/article/pii/S136403212300388X,"The gamut of geothermal energy research encompasses the studies aimed at harnessing the abundant and inexhaustible thermal energy within the Earth, and it ranges from heat transfer to the activity of thermophilic microorganisms, 3D printing, and additive manufacturing and impacts the NET ZERO endeavour of humanity. In this paper, computational social network analysis has been employed to discover the subfield clusters of geothermal energy research and further trace the key evolutionary routes from the research corpus. The development, limitations, and opportunities of each cluster are examined, and it becomes evident that the focus of research ranges from geothermal evaluation, long-term effects of borehole heat exchangers, shallow systems that employ urbanisation’s ground heating, enhanced geothermal systems (EGS) for district heating, combined and hybridised geothermal power generating models, including multi-generation and poly-generation, geothermal fluids, reinjection and their dual nature, environmental effects in geothermal water and mineral scaling, enhanced geothermal systems aiming to increase permeability without causing seismicity, and finally to social acceptability. We address significant questions, such as whether the waste heat is compatible with the idea of green geothermal heat and the elimination of pollutants and find that further R&D and technological advancements are required for this ubiquitous clean energy to get wider acceptance and employment. The future of this energy depends on the rational and scientifically sound exploration and use of the resources, just as in the case of fossil fuels, and thus precludes geothermal energy as a win-all solution to the energy needs of the whole world.","Geothermal energy, Renewable energy, Heat extraction, Heat exchanger, Urban heating, Space heating"
7,CHUNYAN2023161112,"Chunyan, Xu; Qaria, Majjid A.; Qi, Xu; Daochen, Zhu",The role of microorganisms in petroleum degradation: Current development and prospects,Science of The Total Environment,865,,161112,2023,,https://www.sciencedirect.com/science/article/pii/S0048969722082158,"Petroleum hydrocarbon compounds are persistent organic pollutants, which can cause permanent damage to ecosystems due to their biomagnification. Bioremediation of oil is currently the main solution for the remediation of petroleum hydrocarbon pollutants in ecosystems. Despite several lab studies on oil microbial biodegradation efficiency, still there are various challenges for microorganisms to perform efficiently in outside environments. Herewith, investigating efficient biodegradation technologies through discovering new microorganisms, biodegradation pathways modification, and new bioremediations technologies are in great demand. The degradation of petroleum pollutants by microorganisms and the remediation of contaminated soils are achieved through their key enzymes and metabolic pathways. Although, several challenges hinder the effective biodegradation processes such as the toxic environment, long chains and versatility of petroleum hydrocarbons and the existence of the full metabolism pathways in a single microorganism. There are several developed oil biodegradation strategies by microorganisms such as synthetic biology, biofilm, recombinant technology and microbial consortia. Herewith, the application of multi-omics technology to discover oil-contaminated environments microbial communities, synthetic biology, microbial consortia, and other technologies would help improve the efficiency of microbial remediation.","Oil-degrading microorganisms bioremediation, Petroleum pollutants, Petroleum-degrading enzymes, Oil-biodegradation mechanisms, Microbial consortia, Multi-omics"
7,HOU2023893,"Hou, Zheng-Meng; Xiong, Ying; Luo, Jia-Shun; Fang, Yan-Li; Haris, Muhammad; Chen, Qian-Jun; Yue, Ye; Wu, Lin; Wang, Qi-Chen; Huang, Liang-Chao; Guo, Yi-Lin; Xie, Ya-Chen",International experience of carbon neutrality and prospects of key technologies: Lessons for China,Petroleum Science,20,2,893-909,2023,,https://www.sciencedirect.com/science/article/pii/S1995822623000559,"Carbon neutrality (or climate neutrality) has been a global consensus, and international experience exchange is essential. Given the differences in the degree of social development, resource endowment and technological level, each country should build a carbon-neutral plan based on its national conditions. Compared with other major developed countries (e.g., Germany, the United States and Japan), China's carbon neutrality has much bigger challenges, including a heavy and time-pressured carbon reduction task and the current energy structure that is over-dependent on fossil fuels. Here we provide a comprehensive review of the status and prospects of the key technologies for low-carbon, near-zero carbon, and negative carbon emissions. Technological innovations associated with coal, oil-gas and hydrogen industries and their future potential in reducing carbon emissions are particularly explained and assessed. Based on integrated analysis of international experience from the world's major developed countries, in-depth knowledge of the current and future technologies, and China's energy and ecological resources potential, five lessons for the implementation of China's carbon neutrality are proposed: (1) transformation of energy production pattern from a coal-dominated pattern to a diversified renewable energy pattern; (2) renewable power-to-X and large-scale underground energy storage; (3) integration of green hydrogen production, storage, transport and utilization; (4) construction of clean energy systems based on smart sector coupling (ENSYSCO); (5) improvement of ecosystem carbon sinks both in nationwide forest land and potential desert in Northwest China. This paper provides an international perspective for a better understanding of the challenges and opportunities of carbon neutrality in China, and can serve as a theoretical foundation for medium-long term carbon neutral policy formulation.","International experience, Carbon reduction technologies, Carbon neutrality, Energy transition, Underground energy storage, Carbon capture, utilization and storage (CCUS)"
7,TOWNSEND2023248,"Townsend, Oliver; Koç, Togay",Diagnosis and management of lower limb osteomyelitis,Surgery (Oxford),41,4,248-254,2023,,https://www.sciencedirect.com/science/article/pii/S0263931923000583,"Osteomyelitis is an inflammatory disease of bone, usually caused by bacterial infection, which most commonly affects the lower extremities. Infection occurs either via haematogenous spread, or contiguous spread (including open trauma and orthopaedic procedures). Staphylococcus aureus is the most common infecting organism. It most commonly affects children and susceptible adults. Diagnosis is made by clinical presentation supported by inflammatory markers, tissue sampling for microbiological analysis and relevant imaging including X-rays and MRI. Subacute osteomyelitis is characterized by the presence of Brodie's abscess, whilst chronic osteomyelitis usually involves the characteristic features of sequestrum, involucrum and cloaca. Treatment is multidisciplinary, involving Microbiology, Orthopaedics, Plastics and Vascular (when appropriate). It can be conservative, medical (antibiotics), or surgical, depending on the acuity and severity of infection, in addition to host factors (Cierny & Mader classification). Surgical management consists of: radical debridement of infected bone and soft tissues, removal of metalwork (where relevant), obliteration of dead space, adequate soft tissue coverage, and adequate vascular supply to the affected region. Reconstruction options include bone transport and Masquelet ‘induced membrane’ techniques for large bone defects. Amputation should not be discounted in appropriate cases.","Bone infection, debridement, diagnosis, lower limb, management, osteomyelitis, reconstruction"
7,MUKHERJEE2023166630,"Mukherjee, Pulok Kumar; Das, Bhaskar; Bhardwaj, Pardeep K.; Tampha, Soibam; Singh, Huidrom Khelemba; Chanu, Leimapokpam Demi; Sharma, Nanaocha; Devi, Sarangthem Indira",Socio-economic sustainability with circular economy — An alternative approach,Science of The Total Environment,904,,166630,2023,,https://www.sciencedirect.com/science/article/pii/S0048969723052555,"As the global population and living standards rise, it pushes the demand for basic amenities like food, health, and energy resources. Additionally, manufacturing automation has led to mass production and consumption, triggering waste production. The existing linear economy approach has led to increasing waste production and resource depletion, posing significant environmental and public health threats. To overcome these impediments, an alternative model called the circular economy concept has gained popularity in the global industry community. This closed-loop, restorative, waste-free concept has the potential to protect the environment and improve economics by reducing energy and resource consumption. Thus, major impetus should be given to strengthening the backbone of the economy where tools such as green technologies, decarbonization strategies, bio refinery processes, material flow analysis, life cycle assessment, ecological footprints (water, carbon, and material), substance flow analysis, circularity index, eco-designing, bioresource management, new business models, and policy play an essential role in the areas of socio-economic sustainability, ecological facts, and industrial aspects to enhance socio-economic growth in a sustainable manner. Sectoral awareness, collaborations, and partnerships among the Government, stakeholders, policymakers, and competent authorities are also essential to enabling circularity within the eco-systems.","Circular economy, Sustainable development, Bioresource management, Socioeconomic aspects, Industrial aspects, Ecological transition"
7,YUSUF2023111393,"Yusuf, Mohammad; Ibrahim, Hussameldin","A comprehensive review on recent trends in carbon capture, utilization, and storage techniques",Journal of Environmental Chemical Engineering,11,6,111393,2023,,https://www.sciencedirect.com/science/article/pii/S2213343723021322,"This review highlights the latest trends in carbon capture, utilization, and storage techniques. The recent advances in the current carbon capture techniques, i.e., post-combustion carbon capture, pre-combustion carbon capture, and oxyfuel combustion systems, have been deliberated. Human exploitation of natural resources is leading to an immense rise in the concentration of greenhouse gas (GHG), i.e., primarily carbon dioxide (CO2) in the atmosphere. This boosted quantity of CO2 by human intervention leads to increased global temperatures and climate change. Hence there is a crucial need for fixing CO2 to control global climate change and meet the pledges of the Paris Agreement. The global CO2 emission hit an all-time high in 2018, emitting 32.7 billion tons of CO2 into the atmosphere, whereas the current scenario for global CO2 utilization constitutes a tiny amount, i.e., 0.2 billion tons/year. Hence various CO2 utilization techniques, such as CO2 deployment in reforming techniques and its direct conversion into fuels, have been emphasized. Finally, the CO2 storage methods have been underlined, and the recent advancements along with the outlook in DAC technique have been discussed at the end. The DAC technique shows the most promise for future CO2 capture and utilization, pending resolution of initial investment and techno-economic feasibility challenges. However, it's important to note that no single technique is universally applicable, and governments worldwide must address specific ground-level issues for practical solutions.","Greenhouse gas, Carbon dioxide, Global warming, Carbon capture, CO2 utilization, CO2 storage"
7,BAPAT2023116971,"Bapat, Ranjeet A.; Bedia, Sumit V.; Bedia, Aarti S.; Yang, Ho Jan; Dharmadhikari, Suyog; Abdulla, Anshad Mohamed; Chaubal, Tanay V.; Bapat, Prachi R.; Abullais, Shahabe Saquib; Wahab, Shadma; Kesharwani, Prashant",Current appraises of therapeutic applications of nanocurcumin: A novel drug delivery approach for biomaterials in dentistry,Environmental Research,238,,116971,2023,,https://www.sciencedirect.com/science/article/pii/S0013935123017759,"Curcumin is a natural herb and polyphenol that is obtained from the medicinal plant Curcuma longa. It's anti-bacterial, anti-inflammatory, anti-cancer, anti-mutagenic, antioxidant and antifungal properties can be leveraged to treat a myriad of oral and systemic diseases. However, natural curcumin has weak solubility, limited bioavailability and undergoes rapid degradation, which severely limits its therapeutic potential. To overcome these drawbacks, nanocurcumin (nCur) formulations have been developed for improved biomaterial delivery and enhanced treatment outcomes. This novel biomaterial holds tremendous promise for the treatment of various oral diseases, the majority of which are caused by dental biofilm. These include dental caries, periodontal disease, root canal infection and peri-implant diseases, as well as other non-biofilm mediated oral diseases such as oral cancer and oral lichen planus. A number of in-vitro studies have demonstrated the antibacterial efficacy of nCur in various formulations against common oral pathogens such as S. mutans, P. gingivalis and E. faecalis, which are strongly associated with dental caries, periodontitis and root canal infection, respectively. In addition, some clinical studies were suggestive of the notion that nCur can indeed enhance the clinical outcomes of oral diseases such as periodontitis and oral lichen planus, but the level of evidence was very low due to the small number of studies and the methodological limitations of the available studies. The versatility of nCur to treat a diverse range of oral diseases augurs well for its future in dentistry, as reflected by rapid pace in which studies pertaining to this topic are published in the scientific literature. In order to keep abreast of the latest development of nCur in dentistry, this narrative review was undertaken. The aim of this narrative review is to provide a contemporaneous update of the chemistry, properties, mechanism of action, and scientific evidence behind the usage of nCur in dentistry.","Antimicrobial, Antiinflammtory, Dental caries, Drug delivery, Nanocurcumin, Oral cancer"
7,HUANG2023153,"Huang, Zilang; Song, Zijian; Zhang, Yunsheng; Donkor, Saddick; Jiang, Linhua; Chu, Hongqiang",A state-of-the-art review of self-healing stimuli-responsive microcapsules in cementitious materials,Journal of Industrial and Engineering Chemistry,119,,153-180,2023,,https://www.sciencedirect.com/science/article/pii/S1226086X22006967,"Cracking is a recurring defect that typically arises during the construction and service periods of cementitious materials. Self-healing based on stimuli-responsive microcapsules has shown to be a cutting-edge technology to make cementitious materials sustainable. Despite the reported implementation of microcapsules in various fields, the strategies toward self-healing of cementitious materials via embedding microcapsules remain a significant challenge. Given this, a review concentrating on the healing exploration of cementitious materials assisted by self-healing stimuli-responsive microcapsules is conducted to bridge the gap. Special attention is given to the encapsulation designs and preparation processes, followed by capsules’ response mechanisms and healing processes. In particular, application scenarios, challenges and future prospects of self-healing stimuli-responsive microcapsules for cementitious materials are summarized and proposed in detail for the first time. This review attempts to better grasp the future research direction of this field, which provides new perspectives for addressing the cracking issue of cementitious materials.","Cementitious materials, Microcapsule, Self-healing, Stimuli-responsive, Encapsulation, Response mechanism"
7,DEES20232930,"Dees, John P.; Sagues, William Joe; Woods, Ethan; Goldstein, Hannah M.; Simon, A. J.; Sanchez, Daniel L.",Leveraging the bioeconomy for carbon drawdown††Electronic supplementary information (ESI) available. See DOI: https://doi.org/10.1039/d2gc02483g,Green Chemistry,25,8,2930-2957,2023,,https://www.sciencedirect.com/science/article/pii/S1463926223000055,"ABSTRACT Stringent climate change mitigation scenarios rely on large-scale drawdown of carbon dioxide from the atmosphere. Amongst drawdown technologies, bioenergy with carbon capture and sequestration (BECCS) has received considerable attention in the climate mitigation literature. Recently, attention has shifted further from a relatively narrow focus on BECCS to a broader focus on Biomass Carbon Removal and Storage (BiCRS). The concept of BiCRS has the potential to enable a future where the climate mitigation value of biomass resources is more valuable than the energy value, due to the potential to remove and sequester large quantities atmospheric CO2. This article provides a qualitative overview of prominent BiCRS technologies from which a set of the most promising technologies are assessed quantitively through life cycle assessment. There are numerous opportunities to incorporate carbon removal and management within the bioeconomy, but the majority of immediate carbon removal potential exists in four bioproducts: bioenergy, bioplastics, biochar, and wood products. We analyze the life cycle greenhouse gas emissions and disposition of sequestered carbon over 10 000 years for four bioproducts representative of each broader category: an advanced BECCS pathway, biopolyethylene, oriented strand board, and biochar soil amendment. We find that the BECCS pathway has the greatest magnitude and durability of CO2 storage over all time horizons. However, non-BECCS pathways achieve 34–64% of the drawdown magnitude relative to BECCS and retain 55–67% of their initial drawdown over 100 years (central estimate). We identify three engineering strategies for enhancing carbon drawdown: reducing biomass supply chain emissions, maximizing carbon stored in long-lived products, and extending the term of carbon storage. Finally, we highlight the need to characterize both the magnitude and permanence of carbon drawdown as a means for policymakers and technology developers to deploy limited biomass resources to maximize mitigation benefits.",
7,SREENIVASAN2023100057,"Sreenivasan, S.; Kandasubramanian, Balasubramanian",Novel geomaterials for the remediation of toxic pollutants: A review,Hybrid Advances,3,,100057,2023,,https://www.sciencedirect.com/science/article/pii/S2773207X23000404,"The removal of hazardous and life-threatening integrated effluents from contaminated water is a major trepidation, and the remediation process obtains reclaimed potable and sparkling water, where Geopolymer arose as the foremost effectual substance. Geopolymer-based materials are the representatives of a massive group of inorganic amorphous aluminosilicate materials with versatile industrial applications, and they have been recently developed as an ideal adsorbent owing to their chemical and physical stability as well as the skeletal network structure with the presence of terminally negative charged ions and porous nature along with the large surface area of ∼292.05m2g-1 with a removal efficiency of 98% for mesoporous geopolymer. Geopolymer, mainly derived from raw products like Metakaolin and Fly-ash, is frequently employed as adsorbents for removing toxic heavy metals, dyes, and radioactive nuclides. The current scientometric assessment aims to properly comprehend and evaluate the potential remediation of integrated effluents from wastewater thoroughly through various techniques such as adsorption, immobilization, and encapsulation using geopolymer-based materials. Advanced fabrication techniques like 3D Printing, spin-coating, and phase inversion, the detailed mechanism of adsorption, the introduction of various isotherms, and kinetic models, along with regeneration ability, have also been explained.","Geopolymers, Dyes, Heavy metals, Nuclear waste, Adsorption"
7,PALMQUIST2023125,"Palmquist, Anders; Jolic, Martina; Hryha, Eduard; Shah, Furqan A.",Complex geometry and integrated macro-porosity: Clinical applications of electron beam melting to fabricate bespoke bone-anchored implants,Acta Biomaterialia,156,,125-145,2023,"Biofabrication in orthopedic, maxillofacial and dental applications",https://www.sciencedirect.com/science/article/pii/S1742706122003403,"The last decade has witnessed rapid advancements in manufacturing technologies for biomedical implants. Additive manufacturing (or 3D printing) has broken down major barriers in the way of producing complex 3D geometries. Electron beam melting (EBM) is one such 3D printing process applicable to metals and alloys. EBM offers build rates up to two orders of magnitude greater than comparable laser-based technologies and a high vacuum environment to prevent accumulation of trace elements. These features make EBM particularly advantageous for materials susceptible to spontaneous oxidation and nitrogen pick-up when exposed to air (e.g., titanium and titanium-based alloys). For skeletal reconstruction(s), anatomical mimickry and integrated macro-porous architecture to facilitate bone ingrowth are undoubtedly the key features of EBM manufactured implants. Using finite element modelling of physiological loading conditions, the design of a prosthesis may be further personalised. This review looks at the many unique clinical applications of EBM in skeletal repair and the ground-breaking innovations in prosthetic rehabilitation. From a simple acetabular cup to the fifth toe, from the hand-wrist complex to the shoulder, and from vertebral replacement to cranio-maxillofacial reconstruction, EBM has experienced it all. While sternocostal reconstructions might be rare, the repair of long bones using EBM manufactured implants is becoming exceedingly frequent. Despite the various merits, several challenges remain yet untackled. Nevertheless, with the capability to produce osseointegrating implants of any conceivable shape/size, and permissive of bone ingrowth and functional loading, EBM can pave the way for numerous fascinating and novel applications in skeletal repair, regeneration, and rehabilitation. Statement of significance Electron beam melting (EBM) offers unparalleled possibilities in producing contaminant-free, complex and intricate geometries from alloys of biomedical interest, including Ti6Al4V and CoCr. We review the diverse range of clinical applications of EBM in skeletal repair, both as mass produced off-the-shelf implants and personalised, patient-specific prostheses. From replacing large volumes of disease-affected bone to complex, multi-material reconstructions, almost every part of the human skeleton has been replaced with an EBM manufactured analog to achieve macroscopic anatomical-mimickry. However, various questions regarding long-term performance of patient-specific implants remain unaddressed. Directions for further development include designing personalised implants and prostheses based on simulated loading conditions and accounting for trabecular bone microstructure with respect to physiological factors such as patient's age and disease status.","Electron beam melting, Additive manufacturing, Human, Bone, Implant, Biomaterials"
7,AHMAD202340,"Ahmad, Shoaib; Habib, Sehrish; Nawaz, Muddasir; Shakoor, R. A.; Kahraman, Ramazan; Mohammed Al Tahtamouni, Talal",The role of polymeric matrices on the performance of smart self-healing coatings: A review,Journal of Industrial and Engineering Chemistry,124,,40-67,2023,,https://www.sciencedirect.com/science/article/pii/S1226086X2300254X,"Self-healing polymeric coating is a class of self-healing materials applied on the surface of a metal to provide a dense barrier, to protect the metal from the corrosive environment. Currently, Self-healing polymer materials are an emerging area of research due to their high attributes, including intrinsic and extrinsic mechanisms with autonomous/non-autonomous healing approaches, longer lifespan, eco-friendly, high durability, and sustainability. The polymer coating matrix provides the efficient release of incorporated self-healing agents after triggering due to the crack formation in the polymer matrix, which aids the self-healing performance of the polymeric matrices. A variety of studies have been reported in the literature on self-healing coating matrices; however, none of them have been reported as such. This comprehensive review covers; (1) the generations of self-healing, (2) types of mechanisms, (3) classification based on self-healing polymer matrices, (4) typical fabrication techniques, (5) potential applications, and some critical thoughts on the choice and design of the self-healing system.","Smart coating, Self-healing performance, Polymer matrix, Corrosion"
7,MONDAL2023103013,"Mondal, Sudip; Park, Sumin; Choi, Jaeyeop; Vu, Thi Thu Ha; Doan, Vu Hoang Minh; Vo, Truong Tien; Lee, Byeongil; Oh, Junghwan",Hydroxyapatite: A journey from biomaterials to advanced functional materials,Advances in Colloid and Interface Science,321,,103013,2023,,https://www.sciencedirect.com/science/article/pii/S000186862300180X,"Hydroxyapatite (HAp), a well-known biomaterial, has witnessed a remarkable evolution over the years, transforming from a simple biocompatible substance to an advanced functional material with a wide range of applications. This abstract provides an overview of the significant advancements in the field of HAp and its journey towards becoming a multifunctional material. Initially recognized for its exceptional biocompatibility and bioactivity, HAp gained prominence in the field of bone tissue engineering and dental applications. Its ability to integrate with surrounding tissues, promote cellular adhesion, and facilitate osseointegration made it an ideal candidate for various biomedical implants and coatings. As the understanding of HAp grew, researchers explored its potential beyond traditional biomaterial applications. With advances in material synthesis and engineering, HAp began to exhibit unique properties that extended its utility to other disciplines. Researchers successfully tailored the composition, morphology, and surface characteristics of HAp, leading to enhanced mechanical strength, controlled drug release capabilities, and improved biodegradability. These modifications enabled the utilization of HAp in drug delivery systems, biosensors, tissue engineering scaffolds, and regenerative medicine applications. Moreover, the exceptional biomineralization properties of HAp allowed for the incorporation of functional ions and molecules during synthesis, leading to the development of bioactive coatings and composites with specific therapeutic functionalities. These functionalized HAp materials have demonstrated promising results in antimicrobial coatings, controlled release systems for growth factors and therapeutic agents, and even as catalysts in chemical reactions. In recent years, HAp nanoparticles and nanostructured materials have emerged as a focal point of research due to their unique physicochemical properties and potential for targeted drug delivery, imaging, and theranostic applications. The ability to manipulate the size, shape, and surface chemistry of HAp at the nanoscale has paved the way for innovative approaches in personalized medicine and regenerative therapies. This abstract highlights the exceptional evolution of HAp, from a traditional biomaterial to an advanced functional material. The exploration of novel synthesis methods, surface modifications, and nanoengineering techniques has expanded the horizon of HAp applications, enabling its integration into diverse fields ranging from biomedicine to catalysis. Additionally, this manuscript discusses the emerging prospects of HAp-based materials in photocatalysis, sensing, and energy storage, showcasing its potential as an advanced functional material beyond the realm of biomedical applications. As research in this field progresses, the future holds tremendous potential for HAp-based materials to revolutionize medical treatments and contribute to the advancement of science and technology.","Hydroxyapatite (HAp), Biomaterials, Colloid and interface science, Surface modification, Biomedical applications, Functional materials"
